TEXT	LABEL
"We started the CO2 reduction target in the middle of 2019 and AimValley was not able for starting a greater reduction in 2019 because of ongoing contracts. However, starting 1-1-2020 a full, renewable energy contract was signed. In 2020, also COVID impact on business travel and commuting."	Positive
"In 2010, Air Canada endorsed the global aviation industry targets set by the International Air Transport Association (IATA) to collectively achieve a reduction in CO2 emissions of 50% by 2050 relative to 2005 levels. This absolute target generally aligns with a science-based target of a 2°C scenario. In 2012, Air Canada (via the National Airlines Council of Canada) further endorsed the global industry collective targets through Canada's Action Plan to Reduce Greenhouse Gas Emissions from Aviation: a voluntary agreement between aviation partners and the Federal Government. This target includes the most important GHG sources of Air Canada's scope 1 emissions: jet fuel consumption. As Air Canada's operations have grown through the years, the achievement of an absolute reduction target is ambitious. Air Canada continues to improve fuel efficiency through many initiatives and is closely involved in the development of sustainable alternative jet fuels which will contribute to this target."	Positive
"In 2019, Air Canada initiated work on a Company specific climate strategy, conducting extensive climate scenario analysis taking into consideration both Canada's domestic climate commitments, as well as scenario analysis based on the Science Based Targets Initiative (SBTi) methodology. The analyses looked at Air Canada's forecasted emissions at both 2030 and 2050 timeframes and potential pathways to achieve associated targets.On March 15, 2021, Air Canada announced its ambitious its long-term goal of achieving net-zero GHG emissions by 2050 on all its operations (Scope 1, Scope 2, and some Scope 3 emissions (GHG emissions from jet fuel consumption from the Air Canada Express carriers, GHG emissions from natural gas and electricity consumptions from our tenants)). This long-term goal is aligned with both climate science (1.5°C scenario) and the Government of Canada's commitment to the Paris Agreement."	Positive
"In 2019, Air Canada initiated work on a Company specific climate strategy, conducting extensive climate scenario analysis taking into consideration both Canada's domestic climate commitments, as well as scenario analysis based on the SBTi methodology. The analyses looked at Air Canada's forecasted emissions at both 2030 and 2050 timeframes and potential pathways to achieve associated targets.On March 15, 2021, Air Canada announced its ambitious air operations midterm target to ensure meaningful progress toward our long-term goal: a 20% absolute net GHG reductions from its air operations by 2030 compared to 2019 levels. This target is inspired by climate science (1.5°C scenario) and the federal targets (from 30% to recently announced 45% reduction compared to 2005 levels).This absolute midterm target covers 99% of Air Canada GHG emissions and includes GHG emissions from jet fuel consumption from Air Canada and Air Canada rouge flights (Scope 1) as well as GHG emissions from jet fuel consumption from tiers III carriers operating under the Air Canada Express banner (Scope 3 emissions)."	Positive
"In 2019, Air Canada initiated work on a Company specific climate strategy, conducting extensive climate scenario analysis taking into consideration both Canada's domestic climate commitments, as well as scenario analysis based on the SBTi methodology. The analyses looked at Air Canada's forecasted emissions at both 2030 and 2050 timeframes and potential pathways to achieve associated targets.On March 15, 2021, Air Canada announced its ambitious air operations midterm target to ensure meaningful progress toward our long-term goal: a 30% absolute net GHG reductions from its ground operations by 2030 compared to 2019 levels. This target is inspired by climate science (1.5°C scenario) and the federal targets (from 30% to recently announced 45% reduction compared to 2005 levels).This absolute midterm target covers 1% of Air Canada GHG emissions and includes GHG emissions from our Canadian ground operations: natural gas, diesel, gasoline, and propane consumption (Scope 1), electricity consumption (Scope 2) and natural gas and electricity consumptions from our tenants (Scope 3)."	Positive
"Aviation is responsible for an estimated 2% to 3% of man?made greenhouse gas emissions. Despite the Covid?19 public healthcrisis and if no action is taken, the forecasts for global air traffic growth in the coming years could, however, see this proportionincrease.The aviation industry is the first economic sector to have set ambitious long?term reduction targets and to have adopted a worldwide carbon offsetting system within the framework of the International Civil Aviation Organisation (ICAO) to guarantee carbon?neutral growth for global air transportation as of 2020.In 2009, the International Air Transport Association (IATA) thus set ambitious worldwide targets for reducing the CO2 emissionsfrom air transportation:— 1.5% average annual fuel efficiency improvement until 2020;— carbon neutral growth from 2020 onwards;— a 50% reduction in net aviation CO2 emissions in 2050relative to the 2005 level.While international aviation is not included in the Paris Climate Agreement, the industry's efforts respond to the latter's targetof limiting the global temperature increase to below 2°C. In its Energy Technology Perspectives 2017, the International EnergyAgency considers that the airline industry's target for 2050 is more ambitious than what would be required for a 2°C scenario(2°C Scenario – 2DS) and close to a scenario of beyond 2°C (Beyond 2°C Scenario – B2DS) without taking into account theeffects of carbon offsetting.Air France – KLM endorses the IATA's targets and has set itself proprietary intermediate targets aimed at reducing its CO2 emissions by 2020, 2030 and 2050.See Universal registration Document p189 4.3.1 Carbon emissions Context and strategy (https://www.airfranceklm.com/en/finance/publications)"	Positive
"Air France and KLM have the target of operating a carbon-neutral ground operations by 2030. This includes scope 1 and scope 2 emissions related to gas, cooled and heated water, diesel, GtL, kerosene for ground bounded engine testing, and electricity used in the ground operations in France and the Netherlands. n 2020, we reduced our CO2 emissions by 68% compared to 2018. The progress is largely made through increasing energy efficiency, electrification of the ground support equipment en by switching to renewable electricity in all KLM locations at and around Schiphol Airport. Air France plans to reach 90% of GSE electrification  in 2025We have not submitted this target for approval by the Science-Based Targets initiative as it covers only 1% of our total CO2 emissions. We do however consider this as a Science-Based Target as the EU member states must be carbon neutral by 2050 to realize a 1,5 degrees scenario. By setting the target year for achieving carbon neutrality  twenty years earlier, we aim to contribute to reaching the EU targets."	Positive
"Air Liquide is committed to reducing its CO2 emissions in absolute terms by 33% by 2035. This includes direct emissions from its hydrogen production and cogeneration units, as well as indirect emissions related to the production of electricity and steam purchased by the Group for its activities."	Positive
"Carbon neutrality applies to the entire value chain. Air Liquide is working today on all its scopes, and has already set quantified objectives for scopes 1 & 2. Work on scope 3 is underway in the chemicals sector to harmonize reporting methods."	Positive
"This target is part of our ''High5+” plan to reduce emissions by 40% by 2030 (baseline 2015). The target covers scope 1, scope 2 and a subset of scope 3 (upstream logistics and transportation). It has been calculated following the SBT methodology and updated in 2019 in line with the ''well below 2°c scenario”. It has not been certified by SBTi as the perimeter does not include sufficient scope 3 emissions yet.The 2020 status shows a significant decrease of environmental footprint compared to 2019 due to the unexpected and unprecedented COVID-19 crisis, materially affecting the Company's commercial aircraft operations. CO2 emissions have decreased by around 20% in 2020, in part due to the decrease of industrial activities mainly in the Company's commercial aircraft operations. Nevertheless, significant efforts have been made on all environmental aspects with regards to metering and digitising data acquisition and analysis in order to comply with long-term objectives."	Positive
"This target is an annual target set for Airbus (42 sites across Airbus Divisions, excluding Subsidiaries and Airbus sites outsite Europe. Additional sites are integrated in the scope of this target each year, when efficient monthly monitoring and project roadmap are available), in line with the well-below 2°C scenario."	Positive
"This target concerns the reduction of CO2 emissions from our fleet of specialised transport aircraft (Beluga) used for internal logistic transporting aircraft structures between production sites and assembly lines. The objective is to reduce Beluga emissions by 30% by 2030 (2019 baseline) through the gradual introduction of Sustainable Aviation Fuels (SAF) in the fuel used by the aircraft fleet. This comes as a contribution to our global High5+ plan to reduce industrial emissions (scope 1, 2 and a subset of scope 3) by 40% by 2030 (2015 baseline), which was set up using science based target methodology and guidelines but has not been submitted for validation since industrial emissions do not cover the required two-third of value chain emissions."	Positive
"Mainly for the company's production and operation of energy consumption, including electricity, gas, and diesel."	Positive
"This year we announced our commitment to achieve carbon neutrality for our corporate operations by 2021, which includes our Scope 1 emissions and Scope 2 corporate emissions.  We will offset our Scope 1 emissions with carbon credits. Previously, we have set up a goal to purchase 1% renewable electricity in our Sydney West and Melbourne data centres, and 100% renewable electricity in our Sydney Head Office. This covers 100% of our corporate electricity consumption and related Scope 2 emissions. We have achieved our goal annually since 2018. The customer electricity consumption and related Scope 2 emissions are not covered by this target.  We aim for our carbon action to expand beyond our corporate emissions and are working to set Paris-aligned climate targets for our business. We are in the process of working with our customers and partners to achieve this."	Positive
"Scope 1 covers direct emissions from fuel consumotion of stationary plants (gas), from mobile source (vehicle fleet, petrol, diesel) and process emissions. Scope 2 covers indirect emissions from the purchase of electricity and district heating. The target for Scope 1 and 2 has already been achieved through a variety of energy efficiency measures (e.g. switching to LED) as well as through the procurement of electricity from renewable energy sources. We will set new CO2 reduction targets this year (both for Scope 1 + 2 and Scope 3, especially with regard to the Scope 3 category of purchased goods and services, which accounts for a high proportion of emissions)."	Positive
"Decision letter from SBTi as follow. (28 Apr, 2020) Dear Ajinomoto Co., Inc.,Thank you for submitting your greenhouse gas emission reduction target(s) to the Science Based Targets initiative (SBTi) for an official validation.Our team has assessed your target(s) against the SBTi criteria (version 4) and, after careful review, we are happy to inform you that your submitted target(s) have been approved.Basic information about your company and the approved target(s) will be listed on the Science Based Targets website. The following agreed target wording will be used:''Ajinomoto Co., Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Ajinomoto Co., Inc. also commits to reduce scope 3 GHG emissions 24% per ton of production over the same target period.”The SBTi's Target Validation Team has classified your company's scope 1 and 2 target ambition and has determined that it is in line with a 1.5°C trajectory."	Positive
"The target is to reduce absolute GHG market-based emissions below 2015 levels by 2020. This work will be accomplished by procuring renewable energy and building colocation partnerships through the Renewable Energy Buyers Alliance (REBA) Future of Internet Power (FoIP). Akamai will cover 50% of our global network energy consumption of our paid leased facilities. We have achieved just over 100% of our goal renewable goal due to our colocation partnerships that supply 100% renewable energy and direct-vPPA renewable projects invested in to bring net-new renewables to market. We saw a 109,540 MT reduction in our CO2e footprint in 2020.When we look at our baseline targets from 2015 against per-gigabit capacity on the platform, Akamai was able to divert ~440% of its carbon emissions through the end of 2020. The data is based on platform efficiency, due to lower hardware power consumption while still having continued capacity growth within a similar data center power footprint close to baseline. Under this view, since 2015, we have mitigated over ~950,000 MT of potential carbon emissions when compared to today per gigabit of capacity served by our networkThe % of emissions in Scope is less than 100% because the target is focused on GHG emissions associated with Akamai's global network and office operations. It makes up ~92% of our total impact, which includes:1) Akamai operated and owned data centers and colocation facilities (including server hardware)2) Leased, colocation data centers (including server hardware)3) Leased office space (Includes lab space)This does not include items in Scope 3:1) Data Centers where Akamai has free space and power to support operations of network partnersABS1 was initially reported on the 2017 CDP report.Akamai is investing in virtual power purchase agreements (vPPAs) in target regions where we have significant network operations. We also incepted a program in conjunction with the REBA's FoIP to educate data center operators on procuring affordable renewable energy to power their facilities through a newly pioneered program Called LESSEN which will help with additional GHG reductions beyond 2020."	Positive
"The target was established to reduce absolute GHG market-based emissions in Akamai's Scope 1 and Market-Based Scope 2 to Net-Zero (0) by 2030. This work  and approach will be mainly accomplished by procuring renewable energy and building colocation partnerships through the Renewable Energy Buyers Alliance (REBA) Future of Internet Power (FoIP).Akamai will mitigate 100% of our global server energy consumption in our paid leased facilities, Akamai Owned Data Centers (AODC) and diesel generators under our operational control. Please Noter: Only 38 MT accounts for our diesel generators at our AODC's, the rest of this figure falls into Scope 2"	Positive
"The target was established to reduce absolute GHG market-based emissions in Akamai's Market-Based Scope 2 to Net-Zero (0) by 2030. Akamai will approach this work mainly by procuring renewable energy. In addition, we will look to offset our Natural Gas usage from only creditable and attestable offset sources such as those from: Gold Standard, Verified Carbon Standard, Climate Action Reserve, American Carbon Registry, Plan Vivo and The Climate, Community & Biodiversity Alliance. We will also explore emerging technology such as carbon and emissions capture technology when it becomes available."	Positive
"The target was established to reduce absolute GHG market-based emissions in Akamai's Market-Based Scope 2 to Net-Zero (0) by 2030. Akamai will approach this work mainly by procuring renewable energy and building colocation partnerships through the Renewable Energy Buyers Alliance (REBA) Future of Internet Power (FoIP) to mitigate emissions coming from Power Usage Efficiency (PUE). PUE includes our portion of Cooling,  UPS and common areas services for those data center providers that do not convert to renewable power in their operations."	Positive
"The target was established to reduce absolute GHG market-based emissions in Akamai's Scope 3: Upstream leased assets by 93% by 2030. Akamai will approach this work mainly by procuring renewable energy.  This goal is focused on mitigating 100% of our global server energy consumption in our non-paid, Akamai Accelerated Network Partners (AANP) and free space and traffic deployments globally."	Positive
"Akastor's own emissions are limited to the office- and travel related emissions of its 15 employees. Compared to the climate-related issues in Akastor's investment activities, its own emissions are insignificant. Scope 3 emissions are expected to increase due to increased overseas activities, which will necessitate more travel. Scope 2 emissions, which are from Akastor's office activities, are expected to remain stable over the next five years. Akastor will reduce the net CO2 emissions from our own activities to zero by 2030."	Positive
"Akbank plans to beceome a carbon-netural bank by eliminating its gross CO2 emissions of its company-wide facilities (covering Scope 1 and Scope 2 emissions) until 2025 by implementing SBTi with well-below 2°C aligned target ambition. In order to calculate yearly emission reduction plan, as Akbank, we conducted scenario analysis for the intervals of 2020-2025 in terms of the scenarios of keeping the global temperature way below 2 degrees Celsius (WB2C) When we chose 2020 as the base year, we have to decrease our Scope 1 and Scope 2 emissions by 12.5% since 2025. Akbank will become a carbon neutral bank by taking the following steps:•Decreasing the operational emissions through current and future energy efficiency projects•Switching to 100% Renewable Electricity By June 2021, we are planning to purchase  60% of electricity from REWe aim to reduce our energy consumption by 5% with the solar energy panels to be installed•Carbon offsetting While we implement the 2 steps above, we will be carbon neutral by offsetting the remaining carbon emissions in 2025."	Positive
Aker BP has committed to reduce CO2 emissions  according to the Paris agreement.  Target covers all our operated assets	Positive
"Ivar Aasen started up in 2016 and in 2017 the scope 2 emissions were 127170 tons.  However, 2017 was a year with only partial water injection and gas compression., therefore 2018 is chosen as baseline.   Flaring was higher than expected in 2018, so the baseline is slightly higher due to this.  Aker BP will implement power from shore to Ivar Aasen in 2023, so reductions will be  approximately 95% in 2023 due to upset flaring on Edvard Grieg (estimated to 5%).  Methodology for science based target initiative not available for Oil & Gas"	Positive
"Aker BP has committed to reduce CO2 emissions  according to the Paris agreement.  Target covers all our operated assets.Ivar Aasen started up in 2016 and in 2017 the scope 2 emissions were 127170 tons.  However, 2017 was a year with only partial water injection and gas compression., therefore 2018 is chosen as baseline.   Flaring was higher than expected in 2018, so the baseline is slightly higher due to this.  Aker BP will implement power from shore to Ivar Aasen in 2023, so reductions will be  approximately 95% in 2023 due to upset flaring on Edvard Grieg (estimated to 5%).  Methodology for science based target initiative not available for Oil & Gas"	Positive
"Aker BP has committed to reduce CO2 emissions  according to the Paris agreement, and has set a target to reach close to zero emission by 2050 for all our operated assets"	Positive
"Our target covers 100% of our Scope 1 and  Scope 2 emsissions. We consider this to be a Science Based target, and that our ambition is 1.5°C aligned, since our target exceeds 4.2% year-on-year emissions reductions between base year and target year."	Positive
"Albaraka Turk has medium and long-term targets milestones  (see 'Abs 1' and 'Abs 2'). Our Abs1 emission reduction target includes a 35% reduction in Scope 1 and 2 GHG emissions by 2030 against the 2018 baseline.  Albaraka's 2020 scope 1 and 2 emissions were  9,994.35 tCO2-e, equivalent to a 9.99% emission reduction from the 2018 base year emissions,meaning we are  reaching our target (9.99/35 = 29.95%).Furthermore, Albaraka Turk signed the science-based targets letter for financial Institutions in 2020 and this target was also submitted to the SBTi Validation Team."	Positive
"Albaraka Turk has medium and long term targets milestones  (see 'Abs 1' and 'Abs 2'). Our Abs2 emission reduction target includes a 65% reduction in Scope 1 and 2 GHG emissions by 2036 against the 2018 baseline.  Albaraka's 2020 scope 1 and 2 emissions were  9,994.35 tCO2-e, equivalent to a 9.99% emission reduction from the 2018 base year emissions,meaning we are  reaching our target (9.99/65 = 16.12%).Furthermore, Albaraka Turk signed the science-based targets letter for financial Institutions in 2020 and this target was also submitted to the SBTi Validation Team."	Positive
"This target covers all of our scope 1 & 2 emissions. In 2020, our progress to decarbonise our own operations continued, however with the caveat of Covid-19. Our energy efficiency programs are at the heart of our success. Our electricity usage intensity per sq. ft decreased by 27% relative to 2016, and 38% relative to our historical baseline (2013).  Having more and more stores proactively choose renewable energy contracts with their energy providers is another measure that is having a strong impact in reducing our scope 2 emissions. All but one distribution center (DC) are no longer under operational control, as of 2019. This has resulted in a drop in electricity and natural gas consumption as well as fugitive emissions; the intensity figures of 27% and 38% are independent of DC energy usage being reallocated as a scope 3 category."	Positive
"We have an absolute target of 30% reduction in scope 3 emissions because we are members of the United Nations Fashion Industry Charter for Climate Action (UN FICCA).  This target covers all relevant scope 3 categories: purchased G&S, F&E activities, upstream transportation, waste, business travel, upstream leased assets (3PL DCs), downstream transportation, end-of-life treatment of sold products and franchises. Use of sold products is considered immaterial as our footwear, handbags and accessories are seldom cleaned during their use phase. The majority of our improvement has been due to more efficient product transportation, reduced business travel, improved packaging materials and lower emissions product materials.  Note that FY2020 product materials & manufacturing emissions has not yet been calculated therefore we are unable to fill out the appropriate field."	Positive
"Alfa Laval's carbon emissions target aimed at reducing carbon emissions by 15% between 2015 and 2020.The target reported in our Sustainability Report 2020 (see page 28 of Alfa Laval's Sustainability Report 2020) refers primarily to energy consumption within and outside the organization (Scope 1 and Scope 2 market-based emissions):emissions in 2015 = 76,777 tonnes CO2eemissions in 2020 = 35,465 tonnes CO2e-> 54% decreaseIn the answer to this particular question we further apply a broader approach to our carbon emissions and disclose emissions in Scope 1+Scope 2 (market-based)+Scope 3 (see page 47 of Alfa Laval's Sustainability Report 2020). Scope 1 includes energy consumption within the organization and company cars. Scope 2 includes direct emissions (market-based method) and Scope 3 includes goods transportation, business travel (air travel and rental cars). The base year and the year the target was set is 2015 and the strategy period was 2016–2020:emissions in 2015 (Scope 1+2 market-based + 3 downstream) = 155,093 tonnes CO2eemissions in 2019 (Scope 1+2 market-based + 3 downstream) = 83,399 tonnes CO2e-> 54% decrease since the base year.The base year emissions figure was revised due to organizational changes and a transition to a new reporting and data management system.To ensure Alfa Laval reached its carbon emission target, we continuously work to increase the proportion of renewable electricity used. In 2020, 78% of Alfa Laval's electricity was sourced from renewable sources, compared with 27% in 2015 (see page 46 of Sustainability report 2020). We further continue to increase the share of power purchase agreements in our global electricity supply. We focused on sites where electricity was generated from coal or other fossil fuels. Recently, six of our large operation sites in China and India began to source 100% of their electricity from renewable sources. However, our carbon emissions from goods transport remain high due to greater transport need and more air freight compared to sea freight. In 2020, emissions from goods transportation amounted to 42,864 tonnes of CO2e, a 15% decrease relatively to 2019 and a 7% drecrease compared to the baseline 2015 (see page 28 of Alfa Laval's Sustainability Report 2020). Goods transportation emissions per tonne kilometre were 93 gram/tonkm compared with 92 gram/tonkm, which was the baseline 2015."	Positive
We have achieved our GHG emission reduction target by slightly over one million metric tonnes CO2e earlier than  our 2023 deadline.Note: The % of target achieved was calculated as: (Covered emissions in base year - Covered emissions in reporting year)/Targeted reduction from base year.	Positive
During the base year of 2018 we produced 0.72 metric tons of CO2  from the use of Furnace Oil. During reporting year we did not use furnace oil as source of fuel for Boilers at all and  CO2 emissions are zero for the reporting year starting from 1 Jan 2020 to 31 December 2020.	Positive
"At the end of 2020, the CO2 emissions had fallen by 22% to (6,612 tonnes) compared to baseline (9,658 tonnes). The target covers all production sites, which account for apporx. 76% of our global workforce. In addition to these sites, ALK has smaller sales offices in several countries worldwide. These are usually small offices in rented buildings, and ALK has little opportunity to make significant changes at these locations, which is why they are determined to be out of scope for environmental target-setting and reporting. ALK does however conduct awareness-raising initiatives at these locations and to the extent possible seek to make changes that positively impact the environment. One example is our offices in the Netherlands that have switched to majority electric or hybrid cars, a solution that works at this particular location because of the short distances travelled by sales representatives."	Positive
Reduction of emissions through energy efficiency and renewable energy.	Positive
Energy efficiency projects	Positive
"We eliminated offices and improved our electric efficiency by LED lights, office sensor lights"	Positive
This year we had more traveling do the business environment in retail. Increase international travel to improving the China manufacturing	Positive
"A Alli Log tem se empenhado continuamente pela busca da eficiência operacional e uso inteligente dos recursos naturais, além da melhoria contínua dos processos.Os resíduos (Escopo 3) constitui uma importante fonte de emissões da Alli, a empresa se dedicou em prospectar e firma parcerias com parceiros idôneos para garantir a destinação final sustentável de resíduos importantes de seu processo produtivo como pneus, baterias, resíduos tecnológicas  e de recicláveis, conforme legislação ambiental."	Positive
"Alliant Energy strives to accelerate emissions reductions as part of its Clean Energy Vision.  In 2020, our fossil-fuel generation carbon dioxide (CO2) emissions decreased 42% from 2005 levels.  We also recently achieved one of our goals – to have 30% of our energy mix come from carbon-free renewable resources – 10 years ahead of schedule. In 2020, our Clean Energy Vision goals were updated given the significant progress achieved adding new company-owned wind generation (1,150 MW) and plans to implement solar generation (1,500 MW). The updated goals are:- Achieving a 50% reduction in CO2 emissions by 2030 (up from our prior goal of 40%)- Eliminating all coal from our generation fleet by 2040 (10 years faster than our previous target) - Adding an aspirational goal that achieves net-zero CO2 emissions from the electricity we generate by 2050- Adding a new goal that 100% of our active company-owned light-duty fleet vehicles will be electric by 2030Furthermore, Alliant Energy added another new goal in 2021, an initiative to donate and help plant more than one million trees – one tree for each of our customers – over the next decade.Alliant Energy's plans for a clean energy future are expected to be consistent with the carbon reductions and climate goals pledged originally by the U.S. under the voluntary United Nations Paris Accord.  Our company is participating in an Electric Power Research Institute (EPRI) technical study assessing the relationship between company-specific carbon transition scenarios and scientific research on the projected emission reductions derived from global climate warming models. Key insights from the published study found that there is significant uncertainty between modeled predictions for achieving a global temperature goal and an individual company's emission pathway. EPRI's updated evaluation ""Review of 1.5°C and Other Newer Global Emissions Scenarios"" provides additional insights when considering how to attain a net-zero goal. This includes finding that significant additional electrification and continued fossil energy use could be consistent with limiting warming to 2°C and even 1.5? by 2050. Alliant Energy believes that our aspirational net-zero CO2 goal is within the range of plausible scenarios shown in EPRI's technical study to limit global warming.  Reference: https://www.epri.com/research/products/000000003002018053"	Positive
"Alliant Energy strives to accelerate emissions reductions as part of its Clean Energy Vision.  In 2020, our fossil-fuel generation carbon dioxide (CO2) emissions decreased 42% from 2005 levels.  We also recently achieved one of our goals – to have 30% of our energy mix come from carbon-free renewable resources – 10 years ahead of schedule. In 2020, our Clean Energy Vision goals were updated given the significant progress achieved adding new company-owned wind generation (1,150 MW) and plans to implement solar generation (1,500 MW). The updated goals are:- Achieving a 50% reduction in CO2 emissions by 2030 (up from our prior goal of 40%)- Eliminating all coal from our generation fleet by 2040 (10 years faster than our previous target) - Adding an aspirational goal that achieves net-zero CO2 emissions from the electricity we generate by 2050- Adding a new goal that 100% of our active company-owned light-duty fleet vehicles will be electric by 2030Furthermore, Alliant Energy added another new goal in 2021, an initiative to donate and help plant more than one million trees – one tree for each of our customers – over the next decade.Alliant Energy's plans for a clean energy future are expected to be consistent with the carbon reductions and climate goals pledged originally by the U.S. under the voluntary United Nations Paris Accord.  Our company is participating in an Electric Power Research Institute (EPRI) technical study assessing the relationship between company-specific carbon transition scenarios and scientific research on the projected emission reductions derived from global climate warming models. Key insights from the published study found that there is significant uncertainty between modeled predictions for achieving a global temperature goal and an individual company's emission pathway. EPRI's updated evaluation ""Review of 1.5°C and Other Newer Global Emissions Scenarios"" provides additional insights when considering how to attain a net-zero goal. This includes finding that significant additional electrification and continued fossil energy use could be consistent with limiting warming to 2°C and even 1.5? by 2050. Alliant Energy believes that our aspirational net-zero CO2 goal is within the range of plausible scenarios shown in EPRI's technical study to limit global warming.  Reference: https://www.epri.com/research/products/000000003002018053"	Positive
"Alliant Energy strives to accelerate emissions reductions as part of its Clean Energy Vision.  In 2020, our fossil-fuel generation carbon dioxide (CO2) emissions decreased 42% from 2005 levels.  We also recently achieved one of our goals – to have 30% of our energy mix come from carbon-free renewable resources – 10 years ahead of schedule. In 2020, our Clean Energy Vision goals were updated given the significant progress achieved adding new company-owned wind generation (1,150 MW) and plans to implement solar generation (1,500 MW). The updated goals are:- Achieving a 50% reduction in CO2 emissions by 2030 (up from our prior goal of 40%)- Eliminating all coal from our generation fleet by 2040 (10 years faster than our previous target) - Adding an aspirational goal that achieves net-zero CO2 emissions from the electricity we generate by 2050- Adding a new goal that 100% of our active company-owned light-duty fleet vehicles will be electric by 2030Furthermore, Alliant Energy added another new goal in 2021, an initiative to donate and help plant more than one million trees – one tree for each of our customers – over the next decade.Alliant Energy's plans for a clean energy future are expected to be consistent with the carbon reductions and climate goals pledged originally by the U.S. under the voluntary United Nations Paris Accord.  Our company is participating in an Electric Power Research Institute (EPRI) technical study assessing the relationship between company-specific carbon transition scenarios and scientific research on the projected emission reductions derived from global climate warming models. Key insights from the published study found that there is significant uncertainty between modeled predictions for achieving a global temperature goal and an individual company's emission pathway. EPRI's updated evaluation ""Review of 1.5°C and Other Newer Global Emissions Scenarios"" provides additional insights when considering how to attain a net-zero goal. This includes finding that significant additional electrification and continued fossil energy use could be consistent with limiting warming to 2°C and even 1.5? by 2050. Alliant Energy believes that our aspirational net-zero CO2 goal is within the range of plausible scenarios shown in EPRI's technical study to limit global warming.  Reference: https://www.epri.com/research/products/000000003002018053"	Positive
"The target was set in Q4 2020. The target covers the asset classes listed equity and corporate bonds of our insurance investment portfolio. The target has been developed in line with the Target-Setting Protocol of the UN-convened Net-Zero Asset Owner Alliance which is rooted in climate science, following no / low overshoot pathways of the IPCC Special Report on 1.5°C. We expect the Protocol as well as our targets to become accepted / verified by SBTi during 2021, early 2022.On covered emissions we entered 100% as the targets cover all our emissions under the asset classes we are we currently able to measure GHG emissions. For asset classes like sovereign bonds or private listings methodologies are not yet agreed upon in the sector but Allianz is working to solve this as part of the ASCOR project of Ceres, IIGCC, PRI, AOA, TPI and others."	Positive
"Our covered emissions for our base year was 98,963. Our covered emissions in reporting year was 97,799. That is a total reduction of 1,164 in covered emissions."	Positive
"Alma Media has set a combined emissions reduction target (science-based) for its Scope 1 and Scope 2 GHG emissions. According to the target, by 2025 the company  will reduce its Scope 1 and Scope 2 GHG emissions by 21  per cent (an absolute  target) from the 2016 base year. In 2020,  Alma Media's combined Scope 1 and Scope 2 emissions fell by 48 per cent compared to the reference year (2016), to 731 tCO2eq, calculated using the market-based method. The reported figures have been adjusted to reflect the outsourcing of the delivery operations and the divestment of the regional news media and printing businesses as well as the effect of other restructuring moves and changes in business operations in 2016–2020.Alma Media's science-based Scope 1 and 2 target covers GHG emissions caused by the use of electricity, district heating and district cooling in all Alma Media's properties, and the GHG emissions caused by Alma Media's leased cars. The emissions caused by distributing Alma Media's newspapers have been reported as part of Alma Media's Scope 3 emissions.Alma Media's science-based Scope 1 and 2 target has been calculated in such a way that the emissions trajectory goes from the base year of 2016 until 2050. Therefore, after the company reaches its present Scope 1 and 2 targets, it can formulate a new target based on the calculation done for SBTi."	Positive
Almirall set this target in 2018: Scope 1 long-term target (target year 2025). In 2020 Almirall has reached its target 5 years before than planned. Therefore in 2021 is working in establishing a new reduction target for 2030.	Positive
Almirall set this target in 2018: Scope 2 (location-based) long-term target (target year 2025). In 2020 Almirall has reached its target 5 years before than planned. Therefore in 2021 is working in establishing a new reduction target for 2030.	Positive
"Almirall set this target in 2018: Scope 2 (market-based) long-term target (target year 2025). Since 2013, all electricity purchased in Spain has been certified with Guarantee of Origin (GoO) and since 2018, also in Germany. That explains why we have already achieved this target. Since this target is based on reviewing and mainteining the contracts with the Electricity company, the target is kept as an annual achievement."	Positive
"In 2018, Almirall set a new scope 1+2 (location-based) long-term target (target year 2025).  In 2020 Almirall has reached its target 5 years before than planned. Therefore in 2021 is working in establishing a new reduction target for 2030."	Positive
"In 2018, Almirall set a new scope 1+2 (market-based) long-term target (target year 2025). Since 2013, all electricity purchased in Spain has been certified with Guarantee of Origin (GoO) and since 2018, also in Germany.  In 2020 Almirall has reached its target 5 years before than planned. Therefore in 2021 is working in establishing a new reduction target for 2030."	Positive
"target ambition: 1,5 °C aligned"	Positive
"In 2020 the Bank managed to reduce its GHG emissions by over 10% due to the decrease of the national emission factor for Greece, as well as the decrease in electricity and direct energy consumption compared to 2019. The internal target set for the year was achieved."	Positive
SBT???????????????	Positive
